№ ТРАНСАКЦІЇ;ДАТА;КОД ПЛАТНИК;НАЗВА ПЛАТНИКА;МФО ПЛАТНИКА;БАНК ПЛАТНИКА;КОД ОДЕРЖУВАЧ;НАЗВА ОДЕРЖУВАЧ;МФО ОДЕРЖУВАЧ;БАНК ОДЕРЖУВАЧ;СУМА;ПРИЗНАЧЕННЯ ПЛАТЕЖУ
12661313;27.01.2016;02070921;НТУУ "КПІ";820172;ДКСУ;39440996;МГУ ДФС-ЦЕНТР. ОФIС З ОВП;820019;ГУДКСУ у м.Києві;8119,03;"*101020709212281 (2120) Єдиний внесок iз заробiт.плати за  з/п за сiчень 2016р. згiдно контрактiв, Б. 573, 2201040"
12265219;20.01.2016;02070921;НТУУ "КПІ";820172;ДКСУ;00032112;АТ "Укрексiмбанк";322313;ВАТ "ДЕРЖ.ЕКСП.-ІМ.БАНК УКРАЇНИ", КИЇВ;7850,00;"#2201160#,#2282#,#2111 Перерах.з/пл на картки#,#за 1пол.01.2016 #,#дог.№2АIS/153-6-15 вiд 10.02.15#,#без ПДВ#,#б.491#"
14288323;18.02.2016;02070921;НТУУ "КПІ";820172;ДКСУ;39440996;МГУ ДФС-ЦЕНТР ОФIС 3 ОВП;820019;ГУДКСУ у м.Києві;7792,37;"*10102070921Єдиний внесок  iз суми  з/пл.за лютий 2016р.по контракту 2201040 2281(2120)б.546"
12891395;28.01.2016;02070921;НТУУ "КПІ";820172;ДКСУ;39440996;МГУ ДФС-ЦЕНТР ОФIС 3 ОВП;820019;ГУДКСУ у м.Києві;7611,10;"*10102070921Єдиний внесок  iз суми  з/пл.за сiчень 2016р.по контракту 2201040 2281(2120)б.546"
14047162;15.02.2016;02070921;НТУУ "КПІ";820172;ДКСУ;38050812;УДКСУ у Солом"янському р-нi м.Київ;820019;ГУДКСУ у м.Києві;7474,00;"* 10102070921Податок на доходи найманих працiвникiв iз з/пл.за 1-у пол.02.2016р2201040 2281(2111)б.510"
14286754;18.02.2016;02070921;НТУУ "КПІ";820172;ДКСУ;03359836;КП Київск.мiск.бюро iнвентар.;300670;ВАТ КОМЕРЦІЙНИЙ БАНК "ХРЕЩАТИК";7457,75;"220116022822240  Оплата за провед.техн.iнвентар. обекта вул.Металiстiв6(гур22) зг.Д.№3(ББ-2016)от16,02,16р.та акт№104от16,02,2016. б.538 вт.ч.ПДВ-1242,96грн"
14286271;18.02.2016;02070921;НТУУ "КПІ";820172;ДКСУ;39440996;МГУ ДФС-ЦЕНТР ОФIС З ОВП;820019;ГУДКСУ у м.Києві;7039,56;"*10102070921 Єдиний внесок iз заробiтної плати за 02.16р. зг. контр. КПКВК 2201040 КЕКВ 2281(2120) Б.591"
13765910;11.02.2016;02070921;НТУУ "КПІ";820172;ДКСУ;23243188;ПАТ "Київобленерго" Обухiвський РП;322669;ГУ ОЩАДБАНКУ ПО М.КИЄВУ І ОБЛ.;7018,80;"220116022822273 опл.за активну енергiю за 01.2016 згiдно дог.№0361 вiд 17.12.2015,р.-акт №8174107618 вiд 14.01.2016, б.500 в т.ч.ПДВ-1169.80."
12884979;28.01.2016;02070921;НТУУ "КПІ";820172;ДКСУ;39440996;МГУ ДФС-ЦЕНТР ОФIС З ОВП;820019;ГУДКСУ у м.Києві;6911,24;"*10102070921 Єдиний внесок на суму з/пл. за сiчень 2016р.,2201040,2281(2120),Б.548"
12262162;20.01.2016;02070921;НТУУ "КПІ";820172;ДКСУ;38004897;УДКСУ  у Печерському р-нi;820019;ГУДКСУ у м.Києві;6897,15;"*10102070921180105002201160,2282(2800)- Податок на землю за 01.2016,без ПДВ,Терм.спл.30.01.2016,б.498"
