№ ТРАНСАКЦІЇ;ДАТА;КОД ПЛАТНИК;НАЗВА ПЛАТНИКА;МФО ПЛАТНИКА;БАНК ПЛАТНИКА;КОД ОДЕРЖУВАЧ;НАЗВА ОДЕРЖУВАЧ;МФО ОДЕРЖУВАЧ;БАНК ОДЕРЖУВАЧ;СУМА;ПРИЗНАЧЕННЯ ПЛАТЕЖУ
852498;21.09.2015;37470057;УПСЗН Шевченківської РДА;820019;ГУДКСУ у м.Києві;02070944;Київ. нац. унiвер.iм. Тараса Шевченка;820019;ГУДКСУ у м.Києві;16569,72;"# 2501200 #, # 2730 #, # Вiдшкодування з держбюджету компенсацiї потерпiлим внаслiдок Чорноб. катастрофи за серпень 2015р. #, ##, ##"
2108327;30.09.2015;02070944;Київський нац.універ-т ім.Т.Шевченка;820019;ГУДКСУ у м.Києві;02070944;Київський нацiональний унiверситетiмен;820019;ГУДКСУ у м.Києві;8365,75;"#2201280#,#2282-8365.75#,# перерах.безпроцентна позика утрим. iз з-ти за 2 пол. 09.15р. спiвроб.КНУ #,# без ПДВ #"
2114941;30.09.2015;00013540;Рахункова палата;820172;ДКСУ;02070944;Київський націон універс ім.Т.Шевченка;820019;ГУДКСУ у м.Києві;8214,90;"#6511010#,#2282#,#Опл.за підвищ.кваліф.працівн.РП#,# зг.дог.134 від 03.04.15,акт 3 від 25.09.15 ККДБ 25010100#,#Без ПДВ#"
768597;18.09.2015;02012013;ДУ "ІЕОР НАМН";820019;ГУДКСУ у м.Києві;02070944;КНУ ім.Т.Г.Шевченка;820019;ГУДКСУ у м.Києві;4500,00;"#6561060#,#2282#,#Курси"Радіац.безпека при здійсн.окремих видів діяльн.в сфері ядерної енерг."зг.дог.№52 від 09.09.15акт№#,#52 18.09.2015#,#Без ПДВ#"
916132;22.09.2015;02007555;КУ Лебединська ЦРЛ ім. К.О.Зільберника;837013;ГУДКСУ у Сумській області;02070944;КНУ iм.Тараса Шевченка IПО;820019;ГУДКСУ у м.Києві;4500,00;"#080101,#,#2282#,#За навчання з радiацiйної безпеки#,#акт викон.робiт№1вiд 15.09.15р. до дог.№1 вiд 15.09.15р.#,#Без ПДВ#"
400797;14.09.2015;02070944;КНУ iм.Т.Шевченка;820019;ГУДКСУ у м.Києві;02070944;Київський нацiональний унiверситетiмен;820019;ГУДКСУ у м.Києві;4018,60;"#xxxx.60#,#Перекид. зарах.коштiв 26.08.15 компенс.пiдпр.у межах серед.з/п призв.на вiйськ.службу за призов.пiд час мобiл.за сiчень-червень xxxx#,#без ПДВ#"
854041;21.09.2015;37470057;УПСЗН Шевченківської РДА;820019;ГУДКСУ у м.Києві;02070944;Київ. нац. унiвер.iм. Тараса Шевченка;820019;ГУДКСУ у м.Києві;3959,35;"# 2501200 #, # 2730 #, # Вiдшкодування з держбюджету компенсацiї потерпiлим внаслiдок Чорноб. катастрофи за серпень 2015р. #, ##, ##"
2110376;30.09.2015;02070944;Київський нац.універ-т ім.Т.Шевченка;820019;ГУДКСУ у м.Києві;02070944;Київський нацiональний унiверситетiмен;820019;ГУДКСУ у м.Києві;2715,02;"#2201290#,#2281-2715.02#,# безпроцентна позика утрим. iз з-ти за  09.15р. спiвроб.КНУ #,# без ПДВ #"
400156;14.09.2015;02070944;КНУ iм.Т.Шевченка;820019;ГУДКСУ у м.Києві;02070944;Київський нацiональний унiверситетiмен;820019;ГУДКСУ у м.Києві;2480,88;"#xxxx.88#,#Перекид. зарах.коштiв 26.08.15 компенс.пiдпр.у межах серед.з/п призв.на вiйськ.службу за призов.пiд час мобiл.за сiчень-червень xxxx#,#без ПДВ#"
854239;21.09.2015;37470057;УПСЗН Шевченківської РДА;820019;ГУДКСУ у м.Києві;02070944;Київ. нац. унiвер.iм. Тараса Шевченка;820019;ГУДКСУ у м.Києві;1722,67;"# 2501200 #, # 2730 #, # Вiдшкодування з держбюджету компенсацiї потерпiлим внаслiдок Чорноб. катастрофи за вересень 2015р. #, ##, ##"
2109764;30.09.2015;02070944;Київський нац.універ-т ім.Т.Шевченка;820019;ГУДКСУ у м.Києві;02070944;Київський нацiональний унiверситетiмен;820019;ГУДКСУ у м.Києві;1700,00;"#xxxx#,#xxxx-xxxx#,#Утрим.iз з-ти за навч.Пазюк С. П. за 09.15р.зг.дог.№xxxx вiд 17.08.15р.#,# без ПДВ #"
2101939;30.09.2015;02070944;Київський нац.універ-т ім.Т.Шевченка;820019;ГУДКСУ у м.Києві;02070944;Київський нацiональний унiверситетiмен;820019;ГУДКСУ у м.Києві;1620,00;"#2201290#,#2281-1620#,# утрим. iз з-ти за  за проживання i комунальнi послуги  спiвроб.КНУ 09.15р. спiвроб.КНУ #,# без ПДВ #"
399970;14.09.2015;34968768;ВДВС Дарницького РУЮ у м. Києвi;820019;ГУДКСУ у м.Києві;02070944;КНУ iм. Тараса Шевченка;820019;ГУДКСУ у м.Києві;1000,00;"пер.кош. згiдно роз. № xxxx/5 вiд 07.09.xxxx з Велебник О.Г. в/л xxxx/xxxx/12 вiд 10.12.xxxx., Без ПДВ"
2108721;30.09.2015;34968768;ВДВС Дарницького РУЮ у м. Києвi;820019;ГУДКСУ у м.Києві;02070944;КНУ iм. Тараса Шевченка;820019;ГУДКСУ у м.Києві;1000,00;"пер.кош. згiдно роз. № xxxx/5 вiд 21.09.xxxx з Велебник О.Г. на в/л xxxx/xxxx/12 вiд 10.12.xxxx., Без ПДВ"
852455;21.09.2015;02597232;КМБУ;820019;ГУДКСУ у м.Києві;02070944;КНУ iм.Т. Шевченка;820019;ГУДКСУ у м.Києві;824,64;"#070806#,#2240-824,64#,#Опл.посл.зв'язку за 08.15р#,# З-но дог№303 вiд 01.11.05р та акту№488 вiд 14.09.15р#,#В т.ч. ПДВ-137,44#"
2103482;30.09.2015;02070944;Київський нац.універ-т ім.Т.Шевченка;820019;ГУДКСУ у м.Києві;02070944;Київський нацiональний унiверситетiмен;820019;ГУДКСУ у м.Києві;775,07;"#2201280#,#2282-775.07#,# Перерах. утрим.iз з-ти за електроенергiю зг. заяви для вiдновлення касових видаткiв за 08.15р. спiвроб.КНУ #,# без ПДВ #"
2105642;30.09.2015;02070944;Київський нац.універ-т ім.Т.Шевченка;820019;ГУДКСУ у м.Києві;02070944;ПАТ КБ"ПриватБанк";320649;Ф"РОЗРАХ.ЦЕНТР"ЗАТКБ ПРИВАТБАНКУ, КИЇВ;734,69;"#xxxx#,#xxxx-734.69#,#Пер.алiм.з Николаєнко О.О.на кор.Николаєнко А.В. на карт.рах. № xxxx iнд.код.xxxx за09.15р.#,#зг.заяви #,#без ПДВ #"
1345253;25.09.2015;23696843;НАДУ при Президентові України;820019;ГУДКСУ у м.Києві;02070944;КНУ ім.Тараса Шевченко;820019;ГУДКСУ у м.Києві;300,33;"#0301130##2240##За телефон розмови 08.15.##зг  рах акт № 479 від 24.09.15.##в.т.ч.ПДВ-50,06 #"
1345053;25.09.2015;02070944;Київський нац.універ-т ім.Т.Шевченка;820019;ГУДКСУ у м.Києві;02070944;Київський нацiональний унiверситетiмен;820019;ГУДКСУ у м.Києві;32,39;"#2201280#,#2282-32.39#,#вiдшкодув. за електроенергiю за 08.15р.#,#№заявка С-125 вiд 24.09.15#,#зi стип. аспiр.та доктор. #,# без ПДВ#"
2107107;30.09.2015;02070944;Київський нац.універ-т ім.Т.Шевченка;820019;ГУДКСУ у м.Києві;02070944;Київський нацiональний унiверситетiмен;820019;ГУДКСУ у м.Києві;21,59;"#2201290#,#2281-21.59#,# утрим iз з-ти зг.заяви для вiдновлення касових видаткiв 09.15р. спiвроб.КНУ #,# без ПДВ #"
