№ ТРАНСАКЦІЇ;ДАТА;КОД ПЛАТНИК;НАЗВА ПЛАТНИКА;МФО ПЛАТНИКА;БАНК ПЛАТНИКА;КОД ОДЕРЖУВАЧ;НАЗВА ОДЕРЖУВАЧ;МФО ОДЕРЖУВАЧ;БАНК ОДЕРЖУВАЧ;СУМА;ПРИЗНАЧЕННЯ ПЛАТЕЖУ
13580100;09.02.2016;2125800;Київська міська студ.поліклініка;820019;ГУДКСУ у м.Києві;2070921;"НТУУ ""Київський полiтехнiчний iнститут";820172;ДКСУ;198;#080300#,#2240- 198,00грн#,#Дог.№А-329Т-3/07-16вiд 26.01.2016р.Опл.за посл.дост до мережi Iнтернет зг.ак.№А329Т-3/01-2016вiд 29 .01.16р.за 01.16#,#ПДВ-33,00грн#
17520165;29.03.2016;34652445;ВДВС Лубенського МРУЮ;820172;ДКСУ;2070921;"Нац.техн. унiв.""Київс полiт. iнститут""";820172;ДКСУ;195,27;Борг з Табаєвої I.П. згiдно в/п xxxx/7 в/л № 760/xxxx/14-ц вiд 18.12.14р.
16992964;24.03.2016;25882900;ДОУ НМЦ;820172;ДКСУ;2070921;"НТУУ ""Київський полiтехнiчний iнститут";820172;ДКСУ;180;#2201510#,#2240- 180,00#,#Послуги полiграфiчнi зг.дог.2 вiд 16.03.2016. акту №36 вiд 16.03.2016.#,#в т.ч.ПДВ-30.00#
12817768;28.01.2016;34652445;ВДВС Лубенського МРУЮ;831019;ГУДКСУ у Полтавській областi;2070921;"НТУУ""Київський полiтехн. iнститут";820019;ГУДКСУ у м.Києві;154,57;Борг з Табаєвої I.П. згiдно в/п xxxx/7 в/л № 760/xxxx/14-ц вiд 18.12.14р.
15313654;01.03.2016;34652445;ВДВС Лубенського МРУЮ;820172;ДКСУ;2070921;"Нац.техн. унiв.""Київс полiт. iнститут""";820172;ДКСУ;154,57;Борг з Табаєвої I.П. згiдно в/п xxxx/7 в/л № 760/xxxx/14-ц вiд 18.12.14р.
17548413;29.03.2016;25408067;"ННК ""ІПСА"" НТУУ ""КПІ""";820172;ДКСУ;2070921;"НТУУ ""КПI""";820172;ДКСУ;132;КПКВК 2201160, КЕКВ 2282(2240) вiдшкодування за послуги iнтернету, акт А-308Т-5/03-2016 вiд 28.03.16р., дог.№ А-308Т-5 вiд 28.03.16р., ПДВ-22,00
16584826;18.03.2016;25882900;ДОУ НМЦ;820172;ДКСУ;2070921;"НТУУ ""Київський полiтехнiчний iнститут";820172;ДКСУ;105,6;#2201510#,#2240-105,60#,#Послуги  зв'язку за лютий зг.дог.№602/16 вiд 10.02.2016,,рах-акту № 550 вiд 14.03.2016.#,#в т.ч.ПДВ-17,60#
15311521;01.03.2016;34652445;ВДВС Лубенського МРУЮ;820172;ДКСУ;2070921;"Нац.техн. унiв.""Київс полiт. iнститут""";820172;ДКСУ;89,03;Борг з Табаєвої I.П. згiдно в/п xxxx/7 в/л № 760/xxxx/14-ц вiд 18.12.14р.
15314469;01.03.2016;34652445;ВДВС Лубенського МРУЮ;820172;ДКСУ;2070921;"Нац.техн. унiв.""Київс полiт. iнститут""";820172;ДКСУ;65,55;Борг з Табаєвої I.П. згiдно в/п xxxx/7 в/л № 760/xxxx/14-ц вiд 18.12.14р.
16122767;14.03.2016;25408067;"ННК ""ІПСА"" НТУУ ""КПІ""";820172;ДКСУ;2070921;"НТУУ ""КПI""";820172;ДКСУ;62,28;КПКВК 2201060, КЕКВ 2282(2210) за дипломи, з-но нак.№Д-0024 вiд 01.03.16р., б/н 588, дог.№1 вiд 28.01.2016р, ПДВ-10,38
13523112;08.02.2016;25408067;"ННК ""ІПСА"" НТУУ ""КПІ""";820172;ДКСУ;2070921;"НТУУ ""КПI""";820172;ДКСУ;20,76;КПКВК 2201060, КЕВК 2282(2210) за додаток до диплома, з-но нак.№Д-0004 вiд 01.02.16р., Б.588, дог.№ 1  вiд 28.01.2016р, ПДВ-3,46
